Sentence,Type
পর পর তৃতীয় বারের মতো পুনরায়  সুলতান সুলেমান দীপ্ত টিভিতে প্রকাশের জন্য অসংখ্য কৃতজ্ঞতা আর ধন্যবাদ,No
এযাবত কালে সুলতান সোলেমানের যত ডাবিং হয়েছে তার মধ্যে দীপ্ত টিভির টাই সেরা,No
দীপ্ত টিভি এবং সংশ্লিষ্ট সকলকে ধন্যবাদ জানাই এরকম একটা ঐতিহাসিক সিরিয়াল প্রচার করার জন্য।,No
কতই না বুদ্ধি আপনাদের মাথায় । ,No
সত্যি অনেক সুন্দর ড্রামা,No
আশা করি এই চ্যানেলে সব গুলা পর্ব বাংলাতে দেখতে পারবো।,No
অনেকেই বলছেন অন্তত বিয়ের সীন পর্যন্ত দেখতে পারতেন। কিন্তু আমি মনে করি তাতে কাহিনীর কমপ্লেক্সিটি আরো বাড়ত । যেমন কোরাই এবং হান্দের গল্পটাও অসম্পূর্ণ থেকে যেত ।,No
আল্লাহতালা রহমত এবং বরকত থাকলে আপনাদের কে নিয়ে এগিয়ে যেতে চাই । ইনশাআল্লাহ।,No
দিরিলিস আর্তগোল দিলে অনেক খুশি হব,No
দিরিলিস আরতুগ্রুল সিরিজ টা কে কে দেখেছেন?,No
"ইবরাইম এর মৃত্যুর পর দেখার রুচিই হারিয়ে যায়,,আপনাদের ও কি একি অবস্থা??",No
হুররাম আমার প্রিয়,No
আজকের প্রথম দেখা শুরু করলাম,No
কুরুলুস ওসমান এবং দিরিলিস এরতুগ্রুল দেওয়ার অনুরুধ করছি।যারা সমর্থন করেন লাইক এবং রিপ্লাই দিয়ে জানাবেন।,No
আবারো দেখতে চাই হূররাম কে।,No
দিরিলিস আর্তুগ্ৰুল দেখেছি। অনেক অনেক সুন্দর দিরিলিস আর্তুগ্ৰুল ,No
এটা কেমন হবে সেটা বলতে পারি না।দেখি,No
নতুন করে আপনাদের পাশে আছি চালিয়ে যান,No
ইরাক থেকে দেখতেছি,No
এখানে ইতিহাস কে বিকৃত ভাবে উপস্থাপনা করা হয়েছে এই সিরিজে,No
"ভাই আর্তুগুল সিজন ৩ থেকে বাংলা ডাবিং করে দেন প্লিজ দয়া করে,, ভাই জদি আপনারা আর্তুগুল বাংলা ডাবিং করে পর্ব ৩ থেকে বাকি সব গুলা দেন জতো দিন বেচে থাকবো আপনাদের কৃতগ্য জানাবো প্লিজ",No
